,index,rk,player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xa,a-xa,kp,1/3,ppa,crspa,prog,matches,year,player_year,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_fk,standard_pk,standard_pkatt,expected_xg,expected_npxg,expected_npxg/sh,expected_g-xg,expected_np:g-xg,playing_time_mp,playing_time_starts,playing_time_min,performance_gls,performance_ast,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,expected_xa,per_90_minutes_xg,per_90_minutes_xa,per_90_minutes_xg+xa,per_90_minutes_npxg,per_90_minutes_npxg+xa,competition
23,23,24,Kevin Agudelo,co COL,MFFW,Fiorentina,it Serie A,20.0,1998.0,0.7,29.0,36.0,80.6,458.0,141.0,0.0,0.0,,26.0,32.0,81.3,3.0,4.0,75.0,0,0.1,-0.1,2.0,1.0,1.0,0.0,3.0,Matches,2020,Kevin Agudelo2020,0,4,0,0.0,5.63,0.0,0.0,,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,3,1,64,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.45,0.21,0.65,0.45,0.65,IT
24,24,25,Kevin Agudelo,co COL,MFFW,Genoa,it Serie A,20.0,1998.0,7.4,245.0,301.0,81.4,3840.0,902.0,9.0,22.0,40.9,202.0,230.0,87.8,34.0,49.0,69.4,1,1.2,-0.2,11.0,20.0,5.0,0.0,17.0,Matches,2020,Kevin Agudelo2020,1,10,2,20.0,1.35,0.27,0.1,0.5,0.0,0,0,1.1,1.1,0.11,-0.1,-0.1,10,7,666,1,1,0,0,5,1,0.14,0.14,0.27,0.14,0.27,1.2,0.15,0.16,0.31,0.15,0.31,IT
25,25,26,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23.0,1996.0,10.6,487.0,572.0,85.1,11845.0,4421.0,1.0,8.0,12.5,292.0,306.0,95.4,194.0,258.0,75.2,0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,Matches,2020,Nayef Aguerd2020,1,5,1,20.0,0.47,0.09,0.2,1.0,1.0,0,0,0.7,0.7,0.13,0.3,0.3,11,11,957,1,0,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.0,0.06,0.0,0.06,0.06,0.06,FR
26,26,27,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,31.0,1988.0,16.1,284.0,367.0,77.4,3736.0,781.0,17.0,38.0,44.7,249.0,306.0,81.4,18.0,23.0,78.3,3,2.4,0.6,16.0,12.0,20.0,0.0,33.0,Matches,2020,Sergio Agüero2020,16,73,25,34.2,4.52,1.55,0.19,0.56,0.0,2,3,13.8,11.5,0.16,2.2,2.5,24,18,1452,16,3,2,3,1,0,0.99,0.19,1.18,0.87,1.05,2.4,0.86,0.15,1.0,0.71,0.86,ENG
27,27,28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26.0,1993.0,11.9,666.0,791.0,84.2,11011.0,4090.0,12.0,29.0,41.4,549.0,598.0,91.8,105.0,164.0,64.0,2,1.5,0.5,14.0,39.0,25.0,15.0,83.0,Matches,2020,Ruben Aguilar2020,0,7,3,42.9,0.59,0.25,0.0,0.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,19,11,1072,0,2,0,0,2,2,0.0,0.17,0.17,0.0,0.17,1.5,0.01,0.12,0.13,0.01,0.13,FR
28,28,29,Emmanuel Agyemang-Badu,gh GHA,MFFW,Hellas Verona,it Serie A,28.0,1990.0,2.6,91.0,104.0,87.5,1746.0,291.0,1.0,1.0,100.0,68.0,74.0,91.9,22.0,29.0,75.9,0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,Matches,2020,Emmanuel Agyemang-Badu2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,10,2,230,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,IT
29,29,30,Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25.0,1994.0,7.0,262.0,313.0,83.7,4836.0,830.0,5.0,10.0,50.0,198.0,224.0,88.4,59.0,79.0,74.7,1,0.1,0.9,3.0,17.0,0.0,0.0,19.0,Matches,2020,Jean-Eudes Aholou2020,1,10,4,40.0,1.43,0.57,0.1,0.25,0.0,0,0,0.8,0.8,0.08,0.2,0.2,11,8,630,1,1,0,0,3,1,0.14,0.14,0.29,0.14,0.29,0.1,0.12,0.02,0.14,0.12,0.14,FR
30,30,31,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23.0,1995.0,27.8,1073.0,1223.0,87.7,23981.0,6712.0,6.0,23.0,26.1,688.0,752.0,91.5,379.0,448.0,84.6,1,0.8,0.2,2.0,61.0,2.0,0.0,64.0,Matches,2020,Joseph Aidoo2020,0,10,1,10.0,0.36,0.04,0.0,0.0,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8,32,27,2502,0,1,0,0,4,0,0.0,0.04,0.04,0.0,0.04,0.8,0.03,0.03,0.06,0.03,0.06,ES
31,31,32,Ola Aina,ng NGA,DF,Torino,it Serie A,22.0,1996.0,23.1,863.0,1160.0,74.4,15454.0,6409.0,16.0,53.0,30.2,680.0,779.0,87.3,167.0,328.0,50.9,2,2.2,-0.2,21.0,56.0,21.0,11.0,133.0,Matches,2020,Ola Aina2020,0,12,2,16.7,0.52,0.09,0.0,0.0,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,32,20,2079,0,2,0,0,8,0,0.0,0.09,0.09,0.0,0.09,2.2,0.02,0.1,0.11,0.02,0.11,IT
32,32,33,Youssef Aït Bennasser,ma MAR,MF,Bordeaux,fr Ligue 1,23.0,1996.0,6.0,358.0,412.0,86.9,6349.0,1574.0,1.0,9.0,11.1,294.0,322.0,91.3,63.0,81.0,77.8,1,0.1,0.9,4.0,30.0,3.0,0.0,37.0,Matches,2020,Youssef Aït Bennasser2020,0,2,0,0.0,0.34,0.0,0.0,,0.0,0,0,0.0,0.0,0.02,0.0,0.0,12,6,536,0,1,0,0,1,0,0.0,0.17,0.17,0.0,0.17,0.1,0.01,0.02,0.02,0.01,0.02,FR
33,33,34,Rayan Aït Nouri,fr FRA,DF,Angers,fr Ligue 1,18.0,2001.0,14.2,625.0,801.0,78.0,10422.0,4745.0,4.0,28.0,14.3,529.0,602.0,87.9,92.0,171.0,53.8,2,0.8,1.2,12.0,36.0,18.0,12.0,93.0,Matches,2020,Rayan Aït Nouri2020,0,4,0,0.0,0.28,0.0,0.0,,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,17,16,1282,0,2,0,0,3,0,0.0,0.14,0.14,0.0,0.14,0.8,0.01,0.06,0.07,0.01,0.07,FR
34,34,35,Albian Ajeti,ch SUI,MFFW,West Ham,eng Premier League,22.0,1997.0,1.5,15.0,18.0,83.3,152.0,8.0,1.0,1.0,100.0,14.0,17.0,82.4,0.0,0.0,,0,0.1,-0.1,2.0,0.0,0.0,0.0,0.0,Matches,2020,Albian Ajeti2020,0,3,0,0.0,1.94,0.0,0.0,,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,9,0,139,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.03,0.11,0.07,0.11,ENG
35,35,36,Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,25.0,1994.0,22.9,371.0,509.0,72.9,5861.0,927.0,12.0,28.0,42.9,307.0,399.0,76.9,52.0,82.0,63.4,4,3.0,1.0,14.0,14.0,12.0,4.0,33.0,Matches,2020,Ludovic Ajorque2020,8,44,18,40.9,1.92,0.79,0.16,0.39,0.0,1,1,6.1,5.3,0.12,1.9,1.7,26,24,2058,8,4,1,1,3,0,0.35,0.17,0.52,0.31,0.48,3.0,0.27,0.13,0.4,0.23,0.36,FR
