,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
121,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,Matches
122,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,612,593,19,0,2,157,8,23,0,0,0,0,390,136,86,131,432,22,15,4,466,2,10,16,32,Matches
123,José Arnaiz\Jose-Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,8.8,178,165,13,0,0,41,4,7,1,1,0,0,117,33,28,23,125,22,1,2,130,0,5,2,9,Matches
124,José Arnaiz\Jose-Arnaiz,es ESP,MFFW,Leganés,es La Liga,24,1995,3.7,97,92,5,1,1,15,1,12,3,0,1,1,66,17,14,16,77,2,1,0,73,0,3,2,4,Matches
125,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,1541,1268,273,155,9,283,100,166,91,22,46,6,803,251,487,1154,287,54,21,8,1152,14,29,21,41,Matches
126,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,1086,832,254,54,0,119,22,0,0,0,0,0,702,62,322,157,772,2,1,145,877,5,14,9,2,Matches
127,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,372,330,42,1,0,53,1,18,0,0,0,0,236,74,62,277,42,9,41,2,296,0,3,6,19,Matches
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,308,288,20,17,0,53,13,2,1,0,1,0,208,51,49,73,209,19,2,0,260,0,3,6,10,Matches
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,1039,660,379,99,2,69,37,0,0,0,0,0,518,77,444,119,731,3,0,150,742,3,31,0,5,Matches
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,163,159,4,2,0,16,10,10,1,0,1,0,118,22,23,137,18,3,1,1,134,1,6,5,2,Matches
131,Kristoffer Askildsen\Kristoffer-Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,35,35,0,0,0,3,1,0,0,0,0,0,26,2,7,10,25,0,0,0,30,0,0,0,0,Matches
132,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,1283,1204,79,6,4,341,36,29,4,0,0,2,909,229,145,869,319,53,15,11,998,7,19,36,63,Matches
133,Roger Assalé\Roger-Assale,ci CIV,FWMF,Leganés,es La Liga,25,1993,5.9,127,124,3,0,2,23,2,6,0,0,0,0,85,28,14,10,107,6,2,0,105,0,1,2,5,Matches
134,Miguel Atienza\Miguel-Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,14,14,0,0,0,5,0,0,0,0,0,0,10,1,3,0,13,0,0,0,10,0,1,0,1,Matches
135,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,27,1992,8.3,208,198,10,2,1,45,8,17,6,2,2,0,147,20,41,168,26,9,1,0,163,2,5,4,6,Matches
136,Youcef Attal\Youcef-Attal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,11.1,509,442,67,13,0,75,13,30,2,0,0,0,355,106,48,41,402,7,52,0,411,0,8,12,22,Matches
137,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,888,856,32,0,1,243,10,86,2,0,0,0,558,173,157,99,735,23,2,3,612,2,23,23,50,Matches
138,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,1037,630,407,118,0,69,21,0,0,0,0,0,400,72,565,97,755,1,0,130,660,6,34,2,1,Matches
139,Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,825,696,129,9,1,83,15,80,2,0,1,0,436,221,168,634,31,29,118,1,635,2,16,18,29,Matches
140,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,40,39,1,0,0,9,1,0,0,0,0,0,34,3,3,6,33,1,0,0,33,0,0,2,0,Matches
141,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,534,407,127,16,0,118,19,56,16,8,6,1,234,151,149,367,31,29,95,2,387,1,8,6,26,Matches
142,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,1654,1380,274,16,1,274,21,134,0,0,0,0,915,418,321,171,1092,94,258,3,1262,3,27,31,70,Matches
143,Mathias Autret\Mathias-Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,13.6,562,481,81,24,6,107,36,71,46,27,14,1,291,104,167,57,466,21,10,3,381,4,18,17,23,Matches
144,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,323,302,21,0,2,91,13,22,0,0,0,0,143,79,101,57,176,44,2,10,185,3,11,5,23,Matches
145,Javier Avilés\Javier-Aviles,es ESP,MFFW,Leganés,es La Liga,21,1997,2.0,71,71,0,0,0,13,8,17,0,0,0,0,42,12,17,3,63,3,0,0,48,0,3,1,7,Matches
146,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,766,666,100,39,0,93,31,8,0,0,0,0,418,116,232,98,547,44,61,1,597,1,13,7,14,Matches
147,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,102,99,3,0,1,24,1,9,0,0,0,0,60,19,23,28,54,6,1,6,74,0,2,2,6,Matches
148,Florian Ayé\Florian-Aye,fr FRA,FWMF,Brescia,it Serie A,22,1997,15.3,308,297,11,0,0,103,2,7,0,0,0,0,185,77,46,43,208,24,2,2,219,1,6,9,19,Matches
149,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,27,1991,35.0,838,801,37,2,2,247,10,25,1,0,0,0,588,154,96,50,684,31,12,16,686,3,9,18,32,Matches
150,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,1756,1627,129,45,6,266,111,23,0,0,0,0,1127,216,413,136,1452,60,84,6,1472,6,42,14,33,Matches
151,Ramon Azeez\Ramon-Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,394,375,19,5,1,80,7,8,0,0,0,0,251,75,68,44,285,34,13,3,316,1,11,5,11,Matches
152,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,2838,2436,402,25,1,401,44,118,0,0,0,0,1720,515,603,280,2009,109,377,8,2267,8,40,39,96,Matches
153,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,619,515,104,11,2,103,11,25,0,0,0,0,366,132,121,479,20,17,93,1,500,0,10,14,13,Matches
154,Iddrisu Baba\Iddrisu-Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,1285,1257,28,27,1,311,23,2,0,0,0,0,954,159,172,70,1084,72,1,8,1046,2,17,23,33,Matches
155,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,306,291,15,2,0,96,5,2,0,0,0,0,179,88,39,25,229,19,2,15,225,0,2,5,13,Matches
156,Carlos Bacca\Carlos-Bacca,co COL,FWMF,Villarreal,es La Liga,32,1986,7.6,133,121,12,0,0,30,0,3,0,0,0,0,82,36,15,9,104,16,0,3,101,0,2,1,6,Matches
157,Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,963,906,57,51,1,156,34,4,1,0,0,1,653,138,172,141,772,33,2,8,786,3,24,19,22,Matches
158,Matthias Bader\Matthias-Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,7,3,4,1,0,0,0,0,0,0,0,0,2,4,1,1,3,0,3,0,4,0,0,0,0,Matches
159,Bastian Badu\Bastian-Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,2,0,5,0,1,0,0,6,0,0,0,0,Matches
160,Alejandro Baena\Alejandro-Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,Matches
161,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,204,185,19,0,1,49,6,14,0,0,0,0,138,43,23,15,171,3,2,7,150,1,6,3,6,Matches
162,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,884,849,35,31,2,146,15,6,0,0,0,0,493,157,234,57,723,76,4,8,684,3,23,18,18,Matches
163,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,21,1997,12.1,481,435,46,11,4,87,27,79,23,8,5,8,260,105,116,353,96,10,12,2,326,0,11,12,26,Matches
164,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,72,72,0,0,0,7,1,0,0,0,0,0,47,14,11,10,52,5,0,1,64,0,0,0,1,Matches
165,Dénys Bain\Denys-Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,655,634,21,21,0,74,14,0,0,0,0,0,543,56,56,387,244,14,0,1,610,0,8,7,3,Matches
166,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,209,158,51,5,0,18,8,27,11,4,2,5,115,40,54,141,20,9,35,0,168,2,0,2,9,Matches
167,Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,19,9,10,2,0,0,0,0,0,0,0,0,16,1,2,3,12,0,0,4,19,0,0,0,0,Matches
168,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,961,935,26,26,1,192,24,10,0,0,0,0,706,154,101,182,721,34,0,10,831,7,13,17,14,Matches
169,Lewis Baker\Lewis-Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,230,221,9,7,0,51,16,4,2,0,1,1,157,31,42,79,141,8,0,0,184,3,2,3,4,Matches
170,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,94,89,5,0,0,9,0,1,0,0,0,0,78,13,3,77,11,1,5,0,91,0,0,1,1,Matches
171,Ridle Baku\Ridle-Baku,de GER,DFMF,Mainz 05,de Bundesliga,21,1998,26.1,1158,983,175,22,1,211,38,85,0,0,0,0,619,231,308,146,795,47,153,3,830,7,25,18,42,Matches
172,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,487,469,18,13,1,81,21,1,0,0,0,0,288,67,132,69,357,31,5,4,361,3,8,8,13,Matches
173,Keita Baldé\Keita-Balde,sn SEN,FWMF,Monaco,fr Ligue 1,24,1995,9.5,295,278,17,2,1,75,3,16,6,3,0,0,171,71,53,58,189,18,5,4,207,0,9,5,14,Matches
174,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,1552,1249,303,7,1,271,25,128,1,1,0,0,765,371,416,51,1108,69,295,7,1173,4,32,17,87,Matches
175,Gareth Bale\Gareth-Bale,wal WAL,FWMF,Real Madrid,es La Liga,30,1989,12.1,480,465,15,1,2,92,34,45,0,0,0,0,277,70,133,375,39,27,14,6,360,5,15,5,12,Matches
176,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,258,202,56,0,0,36,4,14,0,0,0,0,108,68,82,145,23,25,56,1,188,2,5,3,11,Matches
177,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DFMF,Dortmund,de Bundesliga,20,1999,1.5,128,124,4,3,0,11,5,0,0,0,0,0,103,16,9,15,108,3,1,1,114,0,3,0,5,Matches
178,Marco Ballarini\Marco-Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,Matches
179,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,861,700,161,14,0,144,17,59,0,0,0,0,527,177,157,646,51,10,147,1,686,2,13,14,33,Matches
180,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,266,245,21,15,0,53,8,8,3,1,2,0,181,43,42,10,246,5,3,1,222,0,12,6,1,Matches
181,Mario Balotelli\Mario-Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,368,346,22,2,1,109,23,8,1,1,0,0,175,97,96,22,290,18,2,13,238,4,9,13,15,Matches
182,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,279,221,58,5,0,36,3,14,0,0,0,0,150,51,78,12,202,10,53,0,207,0,2,3,11,Matches
183,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,21.5,831,769,62,16,8,187,35,49,28,16,7,2,596,133,102,78,709,18,17,3,669,5,7,12,29,Matches
184,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,2372,2113,259,128,12,345,193,163,122,42,57,0,1550,319,503,211,2092,42,9,5,1950,16,44,41,54,Matches
185,Mattia Bani\Mattia-Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,1109,1058,51,47,0,156,41,6,0,0,0,0,749,114,246,85,921,50,4,4,908,3,36,7,13,Matches
186,Antonín Barák\Antonin-Barak,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,104,98,6,2,0,29,1,7,2,1,1,0,69,16,19,87,8,3,2,1,76,0,1,3,5,Matches
187,Antonín Barák\Antonin-Barak,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,701,688,13,8,0,132,13,20,0,0,0,0,491,113,97,561,97,21,5,7,571,1,12,7,22,Matches
188,Federico Barba\Federico-Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,218,177,41,5,0,31,9,5,0,0,0,0,112,44,62,142,23,12,36,1,146,2,11,2,9,Matches
189,Danilo Barbosa\Danilo-Barbosa,br BRA,DFMF,Nice,fr Ligue 1,23,1996,12.5,800,779,21,20,1,83,4,1,0,0,0,0,688,65,47,158,625,7,1,4,731,1,15,9,6,Matches
190,Melvin Bard\Melvin-Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,47,42,5,0,0,4,0,3,0,0,0,0,27,15,5,37,2,1,5,0,40,0,0,0,2,Matches
191,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,853,786,67,17,4,150,32,66,38,18,4,4,575,114,164,133,679,32,6,2,625,4,23,18,41,Matches
192,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,897,662,235,16,2,93,23,30,0,0,0,0,335,182,380,71,529,60,219,1,599,6,30,6,29,Matches
193,Nicolò Barella\Nicolo-Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,1237,1218,19,10,1,224,38,38,5,2,0,1,829,200,208,134,1053,19,4,8,1015,7,11,28,42,Matches
194,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,268,265,3,3,1,62,5,2,0,0,0,0,153,62,53,43,198,18,0,0,204,1,8,5,9,Matches
195,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,31,1988,18.8,521,504,17,4,2,78,13,25,9,3,3,0,350,73,98,372,105,30,2,2,402,3,15,15,14,Matches
196,Kike Barja\Kike-Barja,es ESP,MFFW,Osasuna,es La Liga,22,1997,3.5,89,87,2,0,3,31,3,9,1,0,1,0,57,12,20,25,55,4,1,0,62,1,1,1,6,Matches
197,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,616,606,10,5,2,158,27,12,3,1,1,0,476,77,63,82,513,10,2,2,540,2,6,10,8,Matches
198,Aymen Barkok\Aymen-Barkok,de GER,FWMF,Düsseldorf,de Bundesliga,21,1998,0.9,29,28,1,1,0,5,2,0,0,0,0,0,18,4,7,4,21,3,0,0,17,0,0,3,1,Matches
199,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15.0,253,244,9,0,1,97,1,5,0,0,0,0,123,59,71,46,142,22,1,8,155,1,10,9,13,Matches
200,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,eng Premier League,21,1997,23.1,729,725,4,2,3,181,8,42,0,0,0,0,504,123,102,108,569,22,2,9,559,4,10,21,34,Matches
201,Antonio Barragán\Antonio-Barragan,es ESP,DF,Betis,es La Liga,32,1987,7.1,460,399,61,7,1,38,7,34,0,0,0,0,289,87,84,48,335,17,54,1,377,3,6,1,9,Matches
202,Antonio Barreca\Antonio-Barreca,it ITA,DFMF,Genoa,it Serie A,24,1995,12.2,400,317,83,4,0,62,20,63,2,0,1,0,182,84,134,285,19,11,77,0,266,1,11,8,27,Matches
203,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,368,354,14,9,0,65,9,5,4,1,2,0,200,75,93,55,264,35,1,2,275,0,4,8,10,Matches
204,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,17,2001,4.9,191,181,10,1,1,43,7,23,0,0,0,0,121,31,39,34,139,6,8,0,139,1,6,5,10,Matches
205,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1.0,33,31,2,2,0,6,0,0,0,0,0,0,25,5,3,6,26,1,0,0,28,0,0,1,0,Matches
206,Musa Barrow\Musa-Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15.0,598,529,69,13,0,98,45,58,36,20,4,7,402,78,118,74,489,17,9,1,431,4,14,8,26,Matches
207,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,20,1998,2.1,52,51,1,0,1,21,2,3,1,0,0,0,39,7,6,5,44,1,0,1,43,0,0,1,3,Matches
208,Fin Bartels\Fin-Bartels,de GER,FWMF,Werder Bremen,de Bundesliga,32,1987,3.8,151,145,6,0,0,39,5,10,1,1,0,0,85,36,30,7,123,10,5,3,112,0,2,1,10,Matches
209,Marc Bartra\Marc-Bartra,es ESP,DFMF,Betis,es La Liga,28,1991,28.0,1635,1562,73,71,4,237,50,2,0,0,0,0,1139,191,305,135,1355,77,0,13,1421,7,22,9,13,Matches
210,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,724,626,98,59,0,111,40,51,30,1,4,3,443,106,175,74,604,32,6,2,584,2,15,11,7,Matches
211,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36.0,1461,1290,171,20,0,247,35,50,0,0,0,0,773,252,436,117,1003,139,151,5,1084,5,48,13,28,Matches
212,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11.0,580,529,51,19,6,106,24,46,30,15,2,10,402,52,126,492,55,20,2,1,456,0,17,8,10,Matches
213,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,249,223,26,2,0,39,2,6,0,0,0,0,169,34,46,36,174,13,24,2,208,2,4,4,5,Matches
214,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,DFMF,Granada,es La Liga,22,1996,4.0,138,121,17,3,1,21,4,4,2,0,1,1,80,33,25,98,16,10,12,0,100,0,5,4,6,Matches
215,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,DFMF,Monaco,fr Ligue 1,22,1996,11.7,639,539,100,5,2,105,7,21,5,0,5,0,423,112,104,454,66,22,90,0,517,1,12,13,18,Matches
216,Borja Bastón\Borja-Baston,es ESP,MFFW,Aston Villa,eng Premier League,26,1992,0.2,5,5,0,0,0,2,0,0,0,0,0,0,2,1,2,0,4,0,0,0,4,0,0,0,0,Matches
217,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,1428,1345,83,58,2,210,48,20,0,0,0,0,1035,171,222,1115,220,42,23,5,1256,7,20,7,22,Matches
218,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,416,405,11,9,0,47,7,0,0,0,0,0,355,31,30,86,315,10,2,1,378,1,4,6,5,Matches
219,Oliver Batista-Meier\Oliver-Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,4,4,0,0,0,2,0,0,0,0,0,0,3,1,0,1,3,0,0,0,3,0,0,0,0,Matches
220,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,76,70,6,0,0,16,2,0,0,0,0,0,53,14,9,23,48,0,0,1,61,0,0,3,3,Matches
221,Cristian Battocchio\Cristian-Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,839,767,72,36,1,148,49,44,27,14,9,1,480,178,181,55,716,41,9,13,667,1,17,10,18,Matches
222,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30.0,1303,934,369,104,0,130,31,0,0,0,0,0,798,75,430,216,858,1,0,181,1012,3,37,3,1,Matches
223,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,1141,1096,45,39,2,224,41,4,2,2,0,0,856,173,112,246,817,50,4,9,1030,4,11,21,13,Matches
224,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,19,1999,16.6,496,465,31,2,3,161,7,17,7,3,4,0,301,110,85,52,379,24,6,9,354,3,9,10,29,Matches
225,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,71,70,1,1,0,24,3,9,0,0,0,0,38,17,16,9,48,5,0,1,39,0,2,2,13,Matches
226,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hoffenheim,de Bundesliga,25,1994,23.4,643,615,28,1,4,205,9,37,0,0,0,0,375,177,91,40,504,34,12,12,456,7,14,16,36,Matches
227,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,Udinese,it Serie A,23,1996,24.6,1042,990,52,45,0,111,31,5,0,0,0,0,797,100,145,91,886,23,7,9,899,1,17,10,18,Matches
228,Sheraldo Becker\Sheraldo-Becker,nl NED,MFFW,Union Berlin,de Bundesliga,24,1995,6.0,133,132,1,0,0,45,3,17,0,0,0,0,61,42,30,22,95,12,1,0,81,1,3,4,12,Matches
229,Timo Becker\Timo-Becker,de GER,DFMF,Schalke 04,de Bundesliga,22,1997,3.7,150,127,23,0,0,25,4,3,0,0,0,0,86,27,37,12,105,6,23,0,120,2,6,4,7,Matches
230,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34.0,1434,1371,63,28,1,177,25,1,0,0,0,0,906,153,375,224,975,140,34,4,1143,3,26,12,16,Matches
231,Asmir Begović\Asmir-Begovic,ba BIH,GK,Milan,it Serie A,32,1987,1.4,36,19,17,5,0,0,1,0,0,0,0,0,25,1,10,4,27,0,0,5,29,0,1,0,0,Matches
232,Valon Behrami\Valon-Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,12.3,440,428,12,12,1,70,5,1,0,0,0,0,331,44,65,53,343,32,0,1,369,3,6,5,12,Matches
233,Maximilian Beier\Maximilian-Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,22,18,4,0,0,6,0,3,0,0,0,0,15,5,2,3,15,1,0,3,15,0,0,0,1,Matches
234,Gaëtan Belaud\Gaetan-Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,365,295,70,3,0,46,19,14,0,0,0,0,182,80,103,29,242,17,67,5,286,1,6,7,5,Matches
235,Ishak Belfodil\Ishak-Belfodil,dz ALG,FWMF,Hoffenheim,de Bundesliga,27,1992,3.0,65,62,3,0,0,21,0,0,0,0,0,0,42,17,6,7,49,5,0,1,49,0,4,2,3,Matches
236,Haris Belkebla\Haris-Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,845,824,21,18,0,170,15,4,0,0,0,0,653,92,100,126,678,27,2,2,731,0,10,7,19,Matches
237,Raoul Bellanova\Raoul-Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,29,21,8,1,0,14,0,0,0,0,0,0,20,6,3,2,21,0,6,0,23,0,1,0,1,Matches
238,Raoul Bellanova\Raoul-Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,13,12,1,0,0,4,0,0,0,0,0,0,11,2,0,1,11,0,1,0,12,0,0,0,0,Matches
239,Karim Bellarabi\Karim-Bellarabi,de GER,FWDF,Leverkusen,de Bundesliga,29,1990,15.8,707,657,50,1,3,129,21,110,1,1,0,0,438,144,125,58,582,13,47,5,487,4,14,22,43,Matches
240,Jean-Ricner Bellegarde\Jean-Ricner-Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,700,669,31,18,1,130,32,33,11,2,5,2,499,99,102,136,523,31,2,5,604,1,12,9,14,Matches
241,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,686,557,129,16,2,98,5,26,0,0,0,0,420,159,107,50,488,26,113,0,558,2,8,11,29,Matches
242,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,25,1993,33.4,750,698,52,4,3,234,18,48,0,0,0,0,463,158,129,118,508,36,1,4,502,0,20,16,66,Matches
243,Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,881,850,31,18,0,166,25,19,9,3,1,1,669,107,105,111,739,16,3,4,781,2,12,8,13,Matches
244,Sami Ben Amar\Sami-Ben-Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,8,8,0,0,0,1,0,0,0,0,0,0,5,2,1,0,7,0,0,1,6,0,0,1,1,Matches
245,Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Valladolid,es La Liga,32,1987,1.8,55,50,5,1,0,7,4,0,0,0,0,0,41,9,5,47,4,2,0,0,42,0,1,0,1,Matches
246,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24.0,812,770,42,3,14,212,9,30,1,0,0,0,534,148,130,373,386,34,6,8,613,5,15,15,43,Matches
247,Marco Benassi\Marco-Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,342,331,11,2,1,71,5,19,1,0,0,0,211,78,53,84,237,12,5,1,262,1,6,7,10,Matches
